"channelId","customUrl","title","country","viewCount","subscriberCount","videoCount","madeForkids","creationDate"
"UCFmL725KKPx2URVPvH3Gp8w","@asmrglow","ASMR Glow","US","579354212","1720000","736","False","2016-10-24T08:22:54Z"
"UCvp9ypbbOQ2-vtuO-J3k-lw","@alexandriaasmr8317","Alexandria ASMR","US","108539091","548000","295","False","2018-10-16T19:45:42Z"
"UCrZyUPCnPgPDFNzawuI2QVA","@asmrjas","ASMR Jas","CA","28304876","313000","60","False","2020-05-03T02:20:06.799314Z"
"UCNkX5VXtTe4Clkogm6h6QWA","@gingerasmr","Ginger ASMR","US","56191711","241000","233","False","2019-01-12T22:57:14Z"
"UCikebqFWoT3QC9axUbXCPYw","@theasmrdarling","ASMR Darling","US","615078281","2520000","269","False","2014-12-11T04:12:54Z"
"UCRB4EDyK-BIwIVhdSJbwQRA","@dongasmr","Dong ASMR","SG","131766464","678000","448","False","2019-08-03T08:15:33Z"
"UCmZb4LwQRhEzZX5Uqpcqziw","@coromosaraasmr","Coromo Sara. ASMR","JP","393283355","1850000","375","False","2017-09-26T04:14:14Z"
"UCqFbF_CD2CJ_jwiQCfCJqEQ","@madiasmr","Madi ASMR","US","106141181","472000","348","False","2018-12-03T01:15:06Z"
"UC4YDVivhPsOEuyl1-WwLA-w","@fredsvoice","FredsVoice ASMR","GB","344666586","1750000","522","False","2011-05-23T22:44:28Z"
"UC6gLlIAnzg7eJ8VuXDCZ_vg","@gentlewhisperingasmr","Gentle Whispering ASMR","US","1047007476","2230000","646","False","2011-02-24T21:58:24Z"
"UCNXK8DPUvr7NS8HHwW-GwzQ","@telinaasmr","Telina ASMR","n/a","22198487","148000","275","n/a","2019-06-26T22:41:51Z"
"UCRz3cGfqeMPSHMBN6CxKQ9w","@asmrcham","ASMR Cham","US","77166647","416000","502","False","2018-03-01T11:36:20Z"
"UClqNSqnWeOOUVkzcJFj4rBw","@tingtingasmr","Tingting ASMR","US","580868499","2310000","635","False","2017-04-26T17:29:57Z"
"UCiOkLo-uqm543NQv3Zjh03g","@asmrwinkeyy","ASMR Winkeyy","US","172635015","1050000","323","False","2020-05-02T15:17:54.473226Z"
"UCR3m5LGZuqORVdUZ1KaieYg","@karunasatoriasmr","Karuna Satori ASMR","n/a","418517427","1240000","1135","n/a","2013-10-06T00:39:30Z"
"UC6fAYCOjXMzb1K07i0G5gOQ","@myalingasmr","Myaling ASMR","KR","92733884","684000","85","n/a","2018-09-16T23:56:22Z"
"UCWLTUR6tVgOCB2abJgIizvQ","@lottielovesasmr","LottieLoves ASMR","GB","52247901","247000","609","False","2018-09-24T19:56:03Z"
"UCGa0i7fssw6ZecR8BaulWyA","@realmouth","RealMouth ASMR","KR","393223795","2090000","799","False","2018-09-23T09:46:18Z"
"UCfg27yDA92WI1YsJNS3OLTQ","@cherielorraine","Cherie Lorraine ASMR","US","13210537","149000","40","False","2021-11-04T06:38:55.155945Z"
"UCiorb8zE67MvrBQGagNWutQ","@vivaasmr","VIVA ASMR","KR","105581272","555000","186","False","2018-02-05T09:20:55Z"
"UChmCw-lM24QMTg9BdA150tQ","@angelsasmr","Angels ASMR","US","23987844","163000","57","False","2017-02-09T08:24:12Z"
"UCXTAGLo2UWlOwNMpbEkyBOw","@whisperingwillow_asmr","Whispering Willow ASMR","n/a","39101975","395000","217","False","2020-10-18T06:57:36.19429Z"
"UCDwR_uew-XkbO0RjUAgrUug","@sarahlavenderasmr","Sarah Lavender ASMR","US","37006272","235000","202","False","2019-11-09T00:41:36.477744Z"
"UCpHS-w6UrxBPX5UXLMmhJ1A","@abbyasmr","Abby ASMR","DE","26513583","141000","196","False","2020-05-25T19:14:07.999207Z"
"UCmThhVN1J_Dgj2YXvuv_LwA","@rainessaasmr","Rainessa ASMR","n/a","3443837","32800","87","n/a","2021-12-11T20:36:10.144318Z"
"UCU-NS0mDTR03_QXW50D-gRw","@jazzyasmr","Jazzy ASMR","US","18194910","129000","179","n/a","2019-03-17T02:27:12Z"
"UC_ARaeDGHVLAqi6whEWQRTg","@ozleyasmr","Ozley ASMR","US","65134983","590000","345","False","2018-09-28T12:27:27Z"
"UCD_wbYHQeVbx_utWokhFdEw","@jociebasmr","Jocie B ASMR","US","264514444","1920000","222","False","2018-06-02T14:45:42Z"
"UC2nyigZS5YNDrCu_pih809w","@whispersredasmr","WhispersRed ASMR","GB","355871318","1040000","663","False","2013-04-12T08:21:16Z"
"UC79B6k5KZxYLETtXFfZH1cg","@slightsoundsasmr","Slight Sounds ASMR","n/a","59122846","355000","365","False","2013-12-12T00:48:01Z"
"UCUuENVpVuzqpRsXWIDlpQTg","@carolineasmr","Caroline ASMR","US","150900626","631000","339","False","2014-08-02T14:29:19Z"
"UCI6K8kxBhiu4q_i5jGpPSqw","@asmrrebecca","ASMR Rebecca","n/a","10267965","74900","123","n/a","2022-01-28T15:19:11.810439Z"
"UCftD_LCuDAwlPipnM6Uikqw","@moonlightcottageasmr","Moonlight Cottage ASMR","FR","86913863","983000","95","False","2019-10-01T14:18:54Z"
"UCaZSbl6ZE8FmA6sATtcmIZQ","@whisperaudiosasmr","WhisperAudios ASMR","GB","40903907","199000","432","False","2012-02-01T20:09:12Z"
"UCWhhgm8QBBG4H2sUjJzZ6Fw","@asmrwan","ASMR Wan","US","77222046","393000","150","n/a","2020-03-20T16:48:52.457047Z"
"UCHRkSLjIpOjKI1QHVjLtBYQ","@morpheusasmr6096","Morpheus ASMR","US","94376282","1200000","560","False","2018-09-08T02:44:21Z"
"UC70L2WB74vgwmkVGm_iJkIw","@softlysweetasmr","SoftlySweet ASMR","CA","18278017","175000","17","False","2019-01-29T05:05:59Z"
"UC1-APDMA2UhZ1ySUpXvfF-w","@miaasmrr","Mia ASMR","n/a","47417680","293000","316","n/a","2013-10-27T19:43:31Z"
"UCpEuioVX1z1qz0QEUDycRhA","@srpasmr","SRP ASMR","GB","52740059","198000","374","False","2018-03-25T14:00:09Z"
"UCjyi6by44TTH0j_U3vXEGpA","@jojosasmr","Jojo's ASMR","n/a","767584764","2540000","1159","False","2015-01-19T10:28:00Z"
"UCHC6fhzmkO9pdwFwNaFvArw","@daryalozhkinaasmr","ASMR Darya","n/a","66610962","353000","150","False","2014-10-27T17:04:55Z"
"UC996bYkjo5HabqfrZIgT4lw","@madiduvasmr","MadiDuv ASMR","US","4269827","62100","88","False","2020-01-03T04:24:31.41529Z"
"UCbQnrudtLo4tYCSImNbIP5Q","@atlasasmr","Atlas ASMR","GB","18929240","230000","55","False","2020-01-12T20:23:11.269559Z"
"UCyoTDnXaBFX4KOG9KyvdPFw","@didoasmr","Dido ASMR","GB","51288900","177000","925","False","2018-04-12T15:56:55Z"
"UCZ8MqcJVNNq6d1KARqqI19g","@kimlizasmr","Kim&Liz ASMR","US","2575703938","6490000","1682","False","2016-09-03T11:16:34Z"
"UCn622AJ6EcQLwpltrYJR8lw","@fairycharasmr","Fairy Char ASMR","US","148601711","462000","499","False","2009-12-16T22:23:49Z"
"UCC2xZiqsdhsTd9AaC0achGQ","@oceansasmr","Oceans ASMR","n/a","106491067","415000","693","False","2017-11-26T00:25:39Z"
"UCQe2Y7V-C9bNMAcCJCBvzQQ","@latteasmr","Latte ASMR","n/a","512481077","1920000","195","False","2016-01-04T14:16:01Z"
"UCH3L4YLJomC_MR7DnhtdHcg","@angelstepsvrasmr","Angel Steps ASMR","US","8556985","52800","287","False","2020-07-04T07:19:31.001228Z"
"UCJQbaRQEzgeE1nV1_LDKuhA","@coreyasmr","Corey ASMR","US","21347645","176000","421","n/a","2020-12-15T06:03:07.976324Z"
"UCdvYSTbhmzWgWyfGnhet03Q","@diddlyasmr","Diddly ASMR","AU","84191585","430000","232","False","2018-07-05T06:48:50Z"
"UC2ytPjvpWC75lyxRLBrmAvw","@aprilsasmr","April’s ASMR","US","64645290","387000","278","False","2011-12-27T17:26:01Z"
"UCzPW2uxfH6QOFYDaDJFWMAA","@albinwhisperland","ALB in whisperland ASMR","CA","71471095","416000","328","False","2012-10-23T02:34:55Z"
"UCvPwsFSuuwhZE67vQgHI50w","@makayla_asmr","Makayla ASMR","US","114976683","705000","417","False","2020-06-11T21:00:01.996522Z"
"UC82mWqRZlB45ESh-rIPfJOQ","@asmrtwix","ASMR Twix","JP","137066190","671000","162","False","2020-03-22T18:22:26.887716Z"
"UCaVRk90IytEpDyw9hWNlq6g","@pierregasmr","PierreG ASMR","FR","188497802","1000000","718","False","2017-01-19T20:42:29Z"
"UCqNzVGEWqZspPQEEWCyL1rg","@twilightasmr","Twilight ASMR","US","69315145","259000","656","False","2019-01-06T08:10:59Z"
"UCOkFff6Mg5YEyeZ8XONGc9A","@articulatedesignasmr","Articulate Design ASMR","GB","44876669","191000","192","False","2016-07-24T15:57:13Z"
"UC4RdEwzh0r3CuTEElRQ6dpg","@marnoasmr","Marno ASMR","US","114236910","525000","312","n/a","2018-01-14T09:28:16Z"
"UCr4mYYsEihhmN1Brl5KW0RA","@blissfulzenasmr","Blissful Zen ASMR","US","42887496","222000","980","False","2019-09-20T18:48:53Z"
"UCmyHWiJtwn-qDtKg9xLQ7_A","@ryanasmr","Ryan ASMR","US","1601269","32400","585","False","2021-07-11T19:27:50.015866Z"
"UCT-0BP5tI1Dzc49_8TYgPYw","@batalasasmr","Batala's ASMR","US","187065369","841000","1162","False","2017-06-03T05:04:07Z"
"UC96aPk8C8EQNVNk2vaYi11A","@asmralise","ASMR Alise","JP","9076992","85500","91","n/a","2021-05-24T01:57:06.745261Z"
"UCZ9GwdTBBk88ZRV5hlhTRHg","@forbiddenwordsasmr","ForbiddenWords ASMR","n/a","8833817","55700","252","n/a","2020-03-05T11:20:20.671329Z"
"UCSN1j4-NZ3dzC7_HKckmK3Q","@loweasmr","Lowe ASMR","SE","69044981","579000","98","False","2020-03-14T16:28:09.215879Z"
"UC3Vnavl8vHVF7K-G9zawKvw","@asmrsharm1060","ASMR Sharm","US","68334414","523000","429","False","2019-03-16T20:31:11Z"
"UC97eJa4MkcX6g_o08qc-56w","@mzgasmr823","mzg ASMR","n/a","22310914","184000","483","n/a","2021-02-13T12:33:27.215Z"
"UCQSvg4-j4HS2foQ7_umawoA","@visualsounds1","VisualSounds1 ASMR","GB","83287241","289000","826","False","2011-06-19T11:27:53Z"
"UCCOto-kMfW8FA-nRH54F9Dg","@amykayasmr","Amy Kay ASMR","US","89706712","378000","348","False","2014-08-14T20:27:50Z"
"UCoNfsDH8sZe13u7rSxaEBkw","@frivolousfoxasmr","FrivolousFox ASMR","US","792470203","1900000","954","False","2016-05-02T13:21:42Z"
"UCEuJd4J6P0yiRUgQ2keM3bw","@quurbi","Quurbi ASMR","DE","1036827","24200","71","n/a","2022-07-22T16:52:57.103617Z"
"UCMsYJ-ut41c0WoGCfil4SVQ","@hamhamasmr","Hamham ASMR","US","2162502","39700","192","False","2021-10-14T05:29:56.981155Z"
"UCDiNZYo9afpJ49zrNUhA5PA","@asmrpsychetruth","ASMR Psychetruth","US","220136485","527000","1230","False","2013-10-25T04:23:22Z"
"UCTjmsLT64HoxLiTzaAcytiw","@sophiemichelleasmr","SophieMichelle ASMR","GB","149298231","630000","531","False","2011-11-08T21:29:37Z"
"UC-J69_lkam--1V2wDU3aggg","@theasmrnerd","theASMRnerd","CA","25679298","95500","638","False","2013-02-12T07:52:01Z"
"UCmaZuwXmAri3hunyMTn_mMA","@semideasmr","Semide ASMR","CA","64088022","266000","181","False","2018-06-15T17:35:46Z"
"UChyRMEp8zRio9nFnAjvzSnA","@relaxingambienceasmr","Relaxing Ambience ASMR","GB","113203481","322000","143","False","2019-02-24T20:52:27Z"
"UCZ02Sry3mbB9al4OlfDbk-A","@theasmrbro","The ASMR Bro","CA","60835016","283000","819","False","2017-02-19T23:14:24Z"
"UCtgefmRYFFQhZ1UnnafPr5A","@nyestiasmr","Nyesti ASMR","HU","50490","807","26","False","2021-11-18T22:25:56.294162Z"
"UCAtFkapSeoEGPxm5bC3tvaw","@ppomo","ASMR PPOMO","KR","782811859","2630000","581","False","2013-10-22T06:02:57Z"
"UCMSlA8KbXYfYpaSR5K0xN5w","@icedmochaasmr","Iced Mocha ASMR","n/a","4952721","53800","43","n/a","2022-07-06T23:20:15.081616Z"
"UCw5i8z09V8CzFGtaH7qE9EA","@mynkaasmr","Mynka ASMR","n/a","10590758","49000","121","n/a","2022-01-09T20:20:49.96909Z"
"UCd5TLrHS7eIIFdqUcrt2nFQ","@kaitlynnrhenea","Kaitlynn Rhenea Asmr","US","17780307","425000","60","n/a","2020-01-26T19:35:20.299338Z"
"UCzrQ9_4JVK_vEhjeCPBM3lQ","@mekozasmr","MeKoz ASMR","US","6942123","170000","14","n/a","2022-11-12T11:01:54.671786Z"
"UCIJW9whMGyDK_iMweWSvX-w","@dreamscapeasmrofficial","Dreamscape ASMR","US","2851248","74400","52","False","2021-02-21T08:41:28.865752Z"
"UCoEHhB74NDj2vegbNAqqw4w","@irmaladulceasmr","Irma La Dulce ASMR","US","9651768","82200","89","False","2020-08-24T21:20:06.674276Z"
"UCJyZfWrqaGX4nwXGKOEdM6Q","@nanouasmr","Nanou ASMR","BE","213501642","1100000","356","n/a","2019-01-28T16:45:39Z"
"UCXL3EhNpG0ZLAgj2977AsxA","@callmequietasmr","Call Me Quiet ASMR","n/a","11214706","107000","148","False","2017-01-28T05:40:43Z"
"UC7gq8OJjwl0wFX-JCw0fr6g","@asmr_beauty","ASMR Beauty","GB","5436640","27800","112","n/a","2022-02-07T11:12:50.400313Z"
"UCLFeUtRSPnsNsmrPE6VoICg","@pjdreams","PJ Dreams ASMR","CA","132802321","574000","589","False","2016-06-01T03:07:57Z"
"UCLtTBpjh4QGcEN6FW1uTuKw","@asmrnode","ASMR Node","US","17462549","206000","49","n/a","2016-05-02T06:53:51Z"
"UChDznDi208UDPi_pOoFE5hw","@trinitijasmr","Triniti J ASMR","US","21939772","183000","437","False","2019-08-29T22:29:06Z"
"UCvqzioHYJNDMclUJBVXV-7g","@maimynyanasmr","MaimyNyan ASMR","CA","17590928","176000","26","n/a","2021-11-26T00:37:32.032595Z"
"UCxw_JBZaRWtL6JKvyxdUx5g","@celainesasmr","Celaine's ASMR","US","224804211","825000","584","False","2016-01-25T04:44:02Z"
"UCvge4UTW-x1hiTO3JJMc96Q","@theasmrangel","ASMR Angel","GB","27911843","115000","448","False","2013-06-26T20:14:26Z"
"UCjdrWVupyh91KleqCSuXgzQ","@nefertitiasmr565","Nefertiti ASMR","AU","33063702","351000","117","n/a","2019-09-22T12:01:52Z"
"UCIT5VbVYOHCdkIpvdeuArHA","@maddiemakeupasmr","Maddie ASMR","n/a","42324155","309000","198","n/a","2017-08-04T01:32:20Z"
"UCrIPWaSEHW4CqX0hGtxsQwg","@creativecalmasmr","Creative Calm ASMR","GB","112298958","370000","783","False","2015-09-29T20:54:29Z"
"UCeHur4iqvxY9LW-WQnPPzJg","@asmrsakura","ASMR SAKURA","JP","33079918","174000","289","False","2019-05-24T07:55:11Z"
"UC1bK2H0VuXltMh_f0Ry6kzg","@kearasasmr","Keara’s ASMR","n/a","16873741","166000","228","n/a","2021-12-12T13:25:37.308824Z"
"UCUuHphJumVAlJPf6phRfuVA","@peaceandsaraity","Peace and Saraity ASMR","US","88443171","411000","886","False","2016-08-05T01:21:58Z"
"UCwscOIc9kwutzMwgtnAhDyg","@iceyasmr","Icey Asmr","US","1526206","15100","53","n/a","2022-03-22T16:59:10.588205Z"
"UC6h3Tz8OKiaWlTLidmbzzeg","@brainasmr2019","Brain ASMR","US","132191159","583000","38","False","2022-01-08T07:46:09.061034Z"
"UC7NdLB_r9v4_oA3PiK7EjOw","@kewas_asmr","Kewas ASMR","n/a","34117992","204000","154","False","2020-06-23T12:58:07.221798Z"
"UCI78AdiI6f7VKhqW1i4B3Rw","@zachchoi","Zach Choi ASMR","US","4279684587","18800000","756","False","2014-07-05T04:46:49Z"
"UCU_Kl74Ca42S09cLDFhJWLg","@asmrazlin","ASMR Azlin","US","886317","31600","84","False","2020-09-30T17:09:42.613424Z"
"UC5ZKRwCaxc6vOmf0ILUqHKw","@allyetcasmr","Ally, Etc. ASMR","n/a","1033842","70300","15","n/a","2022-04-03T00:46:36.042213Z"
"UCQAkyJ7jstURnlWFFazZTOQ","@ashasmr","Ash ASMR","CA","11537397","85000","102","False","2022-01-15T19:07:18.145054Z"
"UCpVdZWH7h9MQIBk4ozCNiRA","@dajaasmr","Daja ASMR","US","3112772","77700","155","False","2020-09-23T01:57:59.391094Z"
"UCuZ2SNOCJeoN5uhEyAfJ8lg","@thehealingroomasmr","The Healing Room ASMR","CA","17266221","116000","228","n/a","2020-08-26T13:59:33.569904Z"
"UCfNeEvXtHF_13OVMyjlU1Pg","@lovesofiaasmr","Love, Sofia ASMR","US","22961492","93900","183","False","2020-07-03T02:29:18.039966Z"
"UCfvV6ilUqAm8DZyIjsO8-Vw","@boyoungasmr","ASMR Boyoung 반보영","KR","128627842","703000","221","False","2017-03-23T05:09:59Z"
"UCOGD3iHATaeJSBmVOs4zCmQ","@trishapaytasasmr","Trisha Paytas ASMR ","US","55658770","406000","216","False","2019-12-02T21:30:07.963506Z"
"UCR-0aD2DrfnhPICEm5rnjQQ","@chilibasmr","Chili b ASMR","US","38815688","157000","197","False","2020-12-15T06:40:18.765079Z"
"UCQsNye9-yI1qwgpVi3Muvtg","@asmrbeam","asmr beam","AU","20147440","176000","202","False","2020-10-25T04:17:04.048083Z"
"UCRi8wLF0lyZOEzsddLzZqdA","@tiggerasmr","Tigger ASMR","KR","28023241","256000","212","False","2019-08-29T16:26:25Z"
"UCbpfb0DCFzjsQ18aQQXXyIA","@chynauniqueasmr","Chynaunique ASMR","n/a","372686869","2080000","350","n/a","2017-09-21T03:29:48Z"
"UCGjppIj0OqHL1TZmooORSCQ","@kaidenasmr1","Kaiden ASMR","BR","1120464","30900","26","False","2022-01-18T05:26:47.777127Z"
"UC7VMGtZS7prBxe43sThdBIw","@shirybun","Shirybun ASMR","US","1414429","19200","164","False","2021-04-22T03:20:12.988102Z"
"UCBGbK3qDHRqaVld0EC4fkQg","@hopeful_asmr","hopeful asmr","JP","76751718","371000","114","False","2020-06-01T01:04:59.497029Z"
"UCbfj_20U9qsU7fv5RF6KNSw","@starlingasmr","Starling ASMR","US","74561566","481000","280","False","2019-10-29T15:05:55.444818Z"
"UCi8QgZckGYg3RFvEbdkMWfg","@asmrctica","ASMRctica ASMR","US","48474106","292000","174","False","2015-09-24T13:34:31Z"
"UCGkMEzrM7RcKf9w10SMTCpw","@asmrlovebyt","ASMR Love by T","US","42421741","219000","600","False","2019-03-18T10:27:14Z"
"UCQ7bfPpk0Ejb-jjEQwYbKMg","@asmrist","ASMR Ist","US","31920553","158000","89","False","2019-02-23T17:59:05Z"
"UC5Tts1_-ZRxtox5Cv1gox8A","@softasmr","Soft ASMR","US","39490892","181000","668","False","2015-01-06T01:10:06Z"
"UC3G9PlMMRGA-9jNgkZKEPDA","@asmrclaudy","ASMR Claudy","US","20070658","132000","350","False","2020-07-20T17:21:03.198004Z"
"UC-r8XyqbggZobMiNsqgWkDg","@springbokasmr","Springbok ASMR","n/a","41808034","155000","135","False","2014-04-25T03:17:36Z"
"UCxZycAwmbO0J_ei9UJ_1udg","@kayaasmr","Kaya ASMR","n/a","48993185","194000","390","False","2015-08-04T18:06:13Z"
"UCd0niLuvSNQnyOMlVuG-XyA","@asmrtwodae","ASMR twodae","TW","9357968","87100","129","n/a","2017-10-17T17:09:41Z"
"UCex7LmY2KKD1C35TA1E4eJw","@beebeeasmr","beebee asmr","n/a","95064495","456000","271","False","2020-12-28T22:29:13.803031Z"
"UCGBaezq8ax7J3a7X2WrwB7w","@asmrveyselyoung","Asmr Veysel Young","US","10231595","74000","80","False","2021-11-08T18:35:17.875315Z"
"UCcxQnPU48Mi6uHqoPY9MI4g","@linasmr","Lin ASMR","n/a","34160892","216000","146","False","2020-09-15T09:49:47.629593Z"
"UCJiGdcalt3nqFxS-Cr0KlHQ","@liaasmr","Lia ASMR","US","8526238","100000","55","False","2022-02-22T18:41:07.320217Z"
"UCHwF2rdOrRhe8-tLCA1BkeA","@lncasmr","lnc Asmr","n/a","31179194","177000","143","n/a","2019-12-13T04:08:49.70055Z"
"UCG5P3NG_mE2wsmZpHbioujQ","@reyongasmr","Reyong ASMR 리용","KR","226514300","1000000","173","False","2018-07-19T16:21:03Z"
"UCp3I8Gq7WJ36ofwxHbpYkxA","@officialbeauxasmr","Beaux ASMR","n/a","115316520","701000","152","False","2018-05-13T18:18:37Z"
"UCBtLdmCppl_i2EZzmeXqk3Q","@mushroomasmr","Mushroom Asmr","US","12465637","74300","175","False","2020-11-11T04:40:59.474227Z"
"UCz91XLkPIML8diJOvIiw9kA","@asmrdestiny","ASMR Destiny","US","15534973","76600","713","False","2013-07-21T20:32:38Z"
"UCRtoqRleHkDQRVgN9OwV6TA","@asmrsio","SIO ASMR","KR","1860721389","8850000","641","False","2017-01-23T04:29:17Z"
"UCReJFg8j_ZRmTYUE05fPVzQ","@ponyasmr","The Pony ASMR Project","n/a","1326136","10700","10","False","2016-05-08T16:57:45Z"
"UCcMw8KMikSUKp1gcfYk0qsg","@asmrpobee_","ASMR POBEE _포비","KR","1262434","20600","27","False","2022-04-12T16:07:38.509053Z"
"UCAokbhGpTzRJF-iq4XqvDgg","@abbeyasmr","Abbey ASMR","CA","799429962","2900000","776","False","2016-04-20T03:36:38Z"
"UCK0HOXJR9OKgaZNeAg8FzCQ","@rebeccasbeautifulasmraddiction","Rebecca’s Beautiful ASMR Addiction","US","28465265","108000","752","n/a","2012-06-27T19:50:09Z"
"UCFjBzlOJYXBcIt5EBBeiaPQ","@akumagirrl","Akuma ASMR","ES","19360024","158000","181","False","2020-09-14T12:15:22.781939Z"
"UCokUszL2UplrSRvPCXlt_zA","@capbaileyasmr","Cap Bailey ASMR","US","38742877","236000","333","False","2020-06-27T20:47:52.995512Z"
"UCG4RWhYnJKnNKewA22VvySA","@asmrphan","ASMR Phan","US","695670223","2600000","1658","False","2018-06-04T16:49:21Z"
"UCfkVZOJZ3AY8GPWJnNhs4og","@glossandtinglesasmr","Gloss And Tingles ASMR","GB","15662370","124000","293","False","2019-01-31T18:38:41Z"
"UCwG9gdRNakNLSB3xrmTxqLg","@asmranilcakmaktv","ASMR Anil Çakmak","US","350929763","2020000","396","False","2015-05-08T19:20:16Z"
"UCzGEGjOCbgv9z9SF71QyI7g","@asmrzeitgeist","asmr zeitgeist","DE","553641996","2570000","231","False","2015-07-21T20:17:45Z"
"UCqDCkor2Zje-Q2bEoev3QDw","@asmra9","Asmr.a9","SA","20170087","69900","380","n/a","2020-08-01T22:31:16.336135Z"
"UCraADvCmhz9r7zMZvlAnSkA","@valiasmr","Vali ASMR","PH","423573","8370","53","False","2022-03-24T16:42:53.478346Z"
"UC4sA_I5CYs0LoHe7OWQ_y4g","@asmrgamingnews","ASMR Gaming News","n/a","73414283","260000","3342","False","2016-08-10T13:16:15Z"
"UCFsmoWCbExiMFwkKaVmEyvg","@rapunzelasmr","Rapunzel ASMR","US","192393269","652000","896","False","2014-05-23T14:34:47Z"
"UC7hAraMC_lH9rBc8AKEsIXg","@samuelasmr","Samuel ASMR","GB","5230522","70500","49","False","2021-06-13T09:24:33.56141Z"
"UCvrPcj-vRAhxdYVyn05CijQ","@miyuasmr","MIYU ASMR","JP","395062282","1140000","668","False","2019-09-14T14:31:27Z"
"UC7jtKd5Yf7ElS5IY0IImxuA","@moondreamasmr","moondream ASMR","n/a","97020","2460","20","n/a","2022-12-29T04:54:46.205161Z"
"UC8K-_2f5p9dC29TLzI2qmPA","@asmrsoap","ASMR SOAP","US","188293625","809000","712","False","2018-12-18T11:32:31Z"
"UCR_snu9lDmCD4e0x2dF1q3w","@darkdreamsasmr","DarkDreams ASMR","NL","13250508","81900","120","n/a","2021-02-01T09:52:53.593958Z"
"UCJXuQ9aRkS_HaFEBhiHFpWw","@nara.asmr.","[ASMR]nara_나라","KR","166374812","962000","313","n/a","2018-11-06T00:18:22Z"
"UCite3fyBIq-46XlGxG2NXhQ","@liziasmr","Lizi ASMR","US","140208748","573000","567","False","2018-12-11T07:50:45Z"
"UC4d18IlLmw0utmVxIjSadLQ","@madeinfranceasmr","Made In France ASMR","FR","138948180","829000","525","False","2014-05-20T16:17:16Z"
"UCcQVdL7_FN011ae3QC21kWw","@marblestationasmr","Marble Station ASMR","JP","545585780","2190000","105","n/a","2021-02-04T17:35:14.02615Z"
"UCp4LfMtDfoa29kTlLnqQ5Mg","@sasasmr","SAS-ASMR","CA","2807852819","9400000","1797","False","2016-04-06T18:08:54Z"
"UCnBdlBSm61JsWbS7wNBaxzw","@lesa_asmr","LESA ASMR 레사","KR","475972804","1590000","579","False","2019-05-15T18:32:00Z"
"UCn8vv6lF-BYyTr5m3qa9vDg","@thewhiterabbitasmr","The White Rabbit ASMR","IT","63669176","303000","531","False","2017-03-21T14:56:16Z"
"UCi5wxIemQowskKz66ib30_A","@roseasmr0430","Rose ASMR","KR","59692654","329000","390","False","2015-10-09T16:17:51Z"
"UCQ0Tozj_yA7YRMv-ouhCyzw","@septemberjoyousasmr","September Joyous ASMR","US","207727","2740","198","False","2020-01-30T01:57:48.268102Z"
"UCDH70xAv1bBeaCt5Cc7a96A","@asmrbakery","ASMR Bakery","n/a","441962154","1470000","532","False","2017-02-24T05:03:40Z"
"UC0jrzzriO0lfS8_FtP_w-yQ","@rionasmr5337","RION ASMR","JP","96356777","183000","756","False","2020-02-19T08:54:42.452049Z"
"UCxQiPuwF3iaxV_aJOzjQV-Q","@vitoasmr","Vito ASMR","KR","392389854","1670000","445","False","2019-03-25T08:09:30Z"
"UCQm6b6NgavijQ6GN6H7fwYg","@asmrer","Tony Bomboni ASMR","US","136590025","322000","2198","False","2012-07-18T21:14:00Z"
"UCpO-LJ8nWOSir41vazzVt2A","@asmrthaboandray","ASMR Thabo and Ray","US","3825283","23100","69","False","2021-11-15T04:24:14.474059Z"
"UCq677-FeVn5nqBTk0tO3X4Q","@asmrr50","ASMR & R","JP","581941","11300","79","False","2022-03-17T05:51:46.719172Z"
"UCWWakSlT1UxPVOt3IB3vrgw","@jonathanthorsonasmr","Jonathan Thorson ASMR","n/a","751009","10500","436","False","2021-04-17T17:21:04.467842Z"
"UCyZ8-Fnx4T_S4TKWZH5o93A","@asmralysaa","ASMR Alysaa","CA","33250972","128000","2511","False","2016-01-11T18:39:04Z"
"UCyfrwf38qz_LEyFqhLglAzg","@asmrcoastlineasmr","ASMR Coastline","US","27150516","162000","190","False","2019-09-11T01:19:11Z"
"UC_gizdFqVqSUBUKE2_bFncw","@asmrunboxingofficial","ASMR Unboxing","DE","11242613","103000","131","False","2019-01-06T12:16:16Z"
"UCfUVc0pw8y_JxmHroUqQZyA","@asmrlilibu","ASMR Lilibu","US","2016823864","5080000","1070","False","2019-08-15T22:01:33Z"
"UCpHzpDWDsTI3Qn5TYs6VYuw","@madsasmr1838","mads asmr","n/a","158358158","638000","355","False","2017-01-20T03:28:37Z"
"UCrXA3fxTYAJNzB_vcw2QjFQ","@youngprinceasmr1404","YoungPrince ASMR","US","8010484","350000","54","False","2017-10-04T05:26:04Z"
"UCdcTLCGVHahVn779WTO78tw","@mayawinkyasmr","Maya Winky ASMR","n/a","16569214","168000","88","n/a","2020-12-04T17:24:00.702096Z"
"UCDLMzcPCWQS8SieprnXeMMA","@asmrsinistro","ASMR SINISTRO","BR","174151","2060","103","False","2022-11-01T19:59:42.209489Z"
"UCL00rklCn3O-sSvGpyQ1pfg","@vikkyasmr","Vikky ASMR","BE","29268538","185000","231","False","2020-10-18T11:40:26.289705Z"
"UCPpYonu8HMQCvNVcG2xYgwA","@soyasmr","Soy ASMR","KR","185671804","855000","570","False","2014-01-15T17:02:34Z"
